,order_id,product_id,product_category,price,is_first_time_customer,order_day_of_week,returned,category_id,price_percentile
2552,ORD-3552,P-252,Engine,64.71,1,2,0,2152,0.7868852459016393
2553,ORD-3553,P-253,HVAC,194.75,0,2,0,5153,1.0
2554,ORD-3554,P-254,Suspension,58.14,1,2,0,6154,0.6590909090909091
2555,ORD-3555,P-255,Brakes,26.51,1,0,0,155,0.36363636363636365
2556,ORD-3556,P-256,Engine,18.58,1,5,0,2156,0.10909090909090909
2557,ORD-3557,P-257,Suspension,46.29,1,3,0,6157,0.5555555555555556
2558,ORD-3558,P-258,Engine,18.26,0,3,0,2158,0.08695652173913043
2559,ORD-3559,P-259,Engine,72.34,0,6,0,2159,0.7241379310344828
2560,ORD-3560,P-260,Suspension,15.19,1,6,0,6160,0.14634146341463414
2561,ORD-3561,P-261,Electronics,81.42,0,4,0,1161,0.7647058823529411
2562,ORD-3562,P-262,Brakes,49.5,0,2,0,162,0.6153846153846154
2563,ORD-3563,P-263,Suspension,67.09,0,6,0,6163,0.7727272727272727
2564,ORD-3564,P-264,Exhaust,14.13,0,6,0,3164,0.17647058823529413
2565,ORD-3565,P-265,Filters,89.99,0,4,0,4165,0.9166666666666666
2566,ORD-3566,P-266,Suspension,19.21,1,2,0,6166,0.17142857142857143
2567,ORD-3567,P-267,Suspension,64.26,0,1,0,6167,0.8571428571428571
2568,ORD-3568,P-268,Engine,15.43,0,1,0,2168,0.13793103448275862
2569,ORD-3569,P-269,Exhaust,16.26,0,1,0,3169,0.12121212121212122
2570,ORD-3570,P-270,Engine,22.55,1,4,0,2170,0.21568627450980393
2571,ORD-3571,P-271,Engine,90.86,0,4,0,2171,0.9565217391304348
2572,ORD-3572,P-272,Exhaust,26.31,1,2,0,3172,0.2857142857142857
2573,ORD-3573,P-273,Brakes,121.72,0,0,0,173,0.9491525423728814
2574,ORD-3574,P-274,Suspension,19.43,0,0,1,6174,0.16666666666666666
2575,ORD-3575,P-275,Electronics,35.55,0,3,0,1175,0.5531914893617021
2576,ORD-3576,P-276,Filters,28.36,0,1,0,4176,0.3235294117647059
2577,ORD-3577,P-277,Filters,89.14,0,2,0,4177,0.9
2578,ORD-3578,P-278,Brakes,11.47,0,3,0,178,0.03389830508474576
2579,ORD-3579,P-279,Suspension,68.21,0,0,1,6179,0.7021276595744681
2580,ORD-3580,P-280,Exhaust,31.7,0,5,0,3180,0.43478260869565216
2581,ORD-3581,P-281,Brakes,14.63,0,2,0,181,0.05454545454545454
2582,ORD-3582,P-282,Brakes,56.6,1,2,0,182,0.7076923076923077
2583,ORD-3583,P-283,Exhaust,54.05,1,4,0,3183,0.7631578947368421
2584,ORD-3584,P-284,Electronics,22.44,0,5,0,1184,0.14285714285714285
2585,ORD-3585,P-285,Engine,58.35,0,5,0,2185,0.7758620689655172
2586,ORD-3586,P-286,HVAC,43.5,1,5,0,5186,0.875
2587,ORD-3587,P-287,Electronics,29.24,0,3,0,1187,0.3684210526315789
2588,ORD-3588,P-288,Suspension,28.99,0,4,0,6188,0.32653061224489793
2589,ORD-3589,P-289,Suspension,43.58,0,2,0,6189,0.48333333333333334
2590,ORD-3590,P-290,Engine,119.3,1,1,0,2190,0.971830985915493
2591,ORD-3591,P-291,Exhaust,54.72,0,3,0,3191,0.7407407407407407
2592,ORD-3592,P-292,Electronics,26.08,0,3,0,1192,0.2727272727272727
2593,ORD-3593,P-293,Filters,80.34,1,2,0,4193,0.9272727272727272
2594,ORD-3594,P-294,Filters,89.8,0,3,0,4194,0.875
2595,ORD-3595,P-295,Brakes,48.44,0,6,0,195,0.5483870967741935
2596,ORD-3596,P-296,HVAC,40.56,0,2,0,5196,0.5714285714285714
2597,ORD-3597,P-297,Filters,27.21,1,0,0,4197,0.2
2598,ORD-3598,P-298,Electronics,56.56,1,3,0,1198,0.6097560975609756
2599,ORD-3599,P-299,Brakes,53.53,0,4,0,199,0.6481481481481481
2600,ORD-3600,P-100,HVAC,192.94,0,1,0,5000,1.0
2601,ORD-3601,P-101,Brakes,204.43,0,0,0,1,1.0
2602,ORD-3602,P-102,Suspension,190.35,0,0,0,6002,0.9523809523809523
2603,ORD-3603,P-103,Filters,12.33,1,0,0,4003,0.0625
2604,ORD-3604,P-104,Engine,18.54,1,4,0,2004,0.11764705882352941
2605,ORD-3605,P-105,Filters,80.91,1,5,0,4005,0.8888888888888888
2606,ORD-3606,P-106,Suspension,40.71,0,3,0,6006,0.5
2607,ORD-3607,P-107,Exhaust,35.81,1,5,0,3007,0.5675675675675675
2608,ORD-3608,P-108,Brakes,49.09,1,3,1,8,0.6271186440677966
2609,ORD-3609,P-109,Engine,87.78,1,4,0,2009,0.8666666666666667
2610,ORD-3610,P-110,HVAC,22.23,0,6,0,5010,0.21428571428571427
2611,ORD-3611,P-111,Exhaust,56.37,0,6,0,3011,0.5666666666666667
2612,ORD-3612,P-112,Filters,46.16,0,4,0,4012,0.574468085106383
2613,ORD-3613,P-113,Brakes,73.83,0,5,0,13,0.7924528301886793
2614,ORD-3614,P-114,Brakes,126.25,0,0,0,14,0.9074074074074074
2615,ORD-3615,P-115,Brakes,32.1,0,0,0,15,0.3793103448275862
2616,ORD-3616,P-116,Exhaust,43.05,0,4,0,3016,0.6451612903225806
2617,ORD-3617,P-117,Filters,56.83,1,6,0,4017,0.6136363636363636
2618,ORD-3618,P-118,Electronics,13.92,0,4,0,1018,0.023809523809523808
2619,ORD-3619,P-119,Exhaust,120.75,0,0,0,3019,0.9333333333333333
2620,ORD-3620,P-120,Electronics,47.37,0,2,0,1020,0.7111111111111111
2621,ORD-3621,P-121,Brakes,25.8,1,0,0,21,0.3333333333333333
2622,ORD-3622,P-122,Filters,59.88,0,0,0,4022,0.7142857142857143
2623,ORD-3623,P-123,Electronics,21.35,0,6,0,1023,0.3055555555555556
2624,ORD-3624,P-124,Brakes,32.5,1,5,1,24,0.5079365079365079
2625,ORD-3625,P-125,Electronics,45.25,0,3,0,1025,0.5348837209302325
2626,ORD-3626,P-126,Suspension,23.68,1,4,0,6026,0.3181818181818182
2627,ORD-3627,P-127,Engine,38.11,1,6,0,2027,0.5263157894736842
2628,ORD-3628,P-128,Filters,14.98,1,5,0,4028,0.1568627450980392
2629,ORD-3629,P-129,Suspension,35.9,0,5,0,6029,0.39215686274509803
2630,ORD-3630,P-130,Engine,34.76,1,5,0,2030,0.45454545454545453
2631,ORD-3631,P-131,Filters,48.24,0,0,1,4031,0.6530612244897959
2632,ORD-3632,P-132,Exhaust,17.49,1,2,0,3032,0.18518518518518517
2633,ORD-3633,P-133,Suspension,139.23,0,5,0,6033,0.9565217391304348
2634,ORD-3634,P-134,Engine,17.04,1,0,0,2034,0.1506849315068493
2635,ORD-3635,P-135,Brakes,57.21,1,4,0,35,0.7241379310344828
2636,ORD-3636,P-136,Brakes,42.74,0,2,0,36,0.48333333333333334
2637,ORD-3637,P-137,Engine,10.55,1,6,0,2037,0.016129032258064516
2638,ORD-3638,P-138,Brakes,42.43,1,6,0,38,0.5217391304347826
2639,ORD-3639,P-139,Engine,305.14,0,2,0,2039,1.0
2640,ORD-3640,P-140,Suspension,35.89,1,6,0,6040,0.5428571428571428
2641,ORD-3641,P-141,Exhaust,30.09,0,1,0,3041,0.32142857142857145
2642,ORD-3642,P-142,Filters,36.63,0,2,0,4042,0.4146341463414634
2643,ORD-3643,P-143,Electronics,99.4,1,2,1,1043,0.8571428571428571
2644,ORD-3644,P-144,Exhaust,36.81,1,3,0,3044,0.39285714285714285
2645,ORD-3645,P-145,Brakes,22.48,0,0,0,45,0.16981132075471697
2646,ORD-3646,P-146,Filters,56.14,0,4,0,4046,0.6341463414634146
2647,ORD-3647,P-147,Engine,30.51,0,2,0,2047,0.47619047619047616
2648,ORD-3648,P-148,Engine,33.87,0,4,0,2048,0.35714285714285715
2649,ORD-3649,P-149,Filters,13.32,0,2,0,4049,0.024390243902439025
2650,ORD-3650,P-150,Filters,12.53,0,0,0,4050,0.02127659574468085
2651,ORD-3651,P-151,Engine,71.0,1,6,0,2051,0.7205882352941176
2652,ORD-3652,P-152,Engine,37.43,0,5,0,2052,0.4264705882352941
2653,ORD-3653,P-153,Electronics,76.21,0,4,0,1053,0.7872340425531915
2654,ORD-3654,P-154,Electronics,311.91,0,6,0,1054,1.0
2655,ORD-3655,P-155,Engine,14.8,1,0,0,2055,0.08196721311475409
2656,ORD-3656,P-156,Electronics,12.77,1,5,1,1056,0.12195121951219512
2657,ORD-3657,P-157,Engine,35.84,1,5,0,2057,0.515625
2658,ORD-3658,P-158,Engine,38.8,0,6,0,2058,0.47297297297297297
2659,ORD-3659,P-159,Brakes,38.5,0,1,0,59,0.6170212765957447
2660,ORD-3660,P-160,Suspension,43.19,1,4,0,6060,0.7021276595744681
2661,ORD-3661,P-161,Engine,94.1,0,6,0,2061,0.8392857142857143
2662,ORD-3662,P-162,Engine,99.61,0,5,0,2062,0.9420289855072463
2663,ORD-3663,P-163,Engine,8.15,0,4,0,2063,0.014084507042253521
2664,ORD-3664,P-164,Electronics,27.31,1,0,0,1064,0.1891891891891892
2665,ORD-3665,P-165,Brakes,52.4,0,1,1,65,0.7636363636363637
2666,ORD-3666,P-166,Engine,23.8,0,1,0,2066,0.19298245614035087
2667,ORD-3667,P-167,Filters,20.35,0,2,0,4067,0.30952380952380953
2668,ORD-3668,P-168,Brakes,19.02,1,1,0,68,0.203125
2669,ORD-3669,P-169,Brakes,44.62,0,4,0,69,0.5625
2670,ORD-3670,P-170,HVAC,21.83,0,4,0,5070,0.45
2671,ORD-3671,P-171,Brakes,19.21,1,1,0,71,0.16666666666666666
2672,ORD-3672,P-172,Filters,42.81,0,4,0,4072,0.6382978723404256
2673,ORD-3673,P-173,Suspension,25.89,0,2,1,6073,0.27906976744186046
2674,ORD-3674,P-174,Engine,91.22,0,4,0,2074,0.7428571428571429
2675,ORD-3675,P-175,Engine,27.28,1,4,0,2075,0.3684210526315789
2676,ORD-3676,P-176,Brakes,10.75,0,3,0,76,0.03076923076923077
2677,ORD-3677,P-177,Engine,176.19,0,2,0,2077,1.0
2678,ORD-3678,P-178,Engine,25.57,1,5,0,2078,0.25806451612903225
2679,ORD-3679,P-179,Brakes,100.61,0,0,0,79,0.8888888888888888
2680,ORD-3680,P-180,Exhaust,33.99,0,5,1,3080,0.5
2681,ORD-3681,P-181,Brakes,56.44,1,4,0,81,0.7540983606557377
2682,ORD-3682,P-182,Electronics,36.83,0,1,0,1082,0.4883720930232558
2683,ORD-3683,P-183,Engine,12.92,0,6,0,2083,0.03773584905660377
2684,ORD-3684,P-184,Exhaust,42.68,0,3,0,3084,0.5625
2685,ORD-3685,P-185,Exhaust,52.8,1,5,0,3085,0.5897435897435898
2686,ORD-3686,P-186,Exhaust,32.73,0,3,0,3086,0.45161290322580644
2687,ORD-3687,P-187,Brakes,167.91,0,1,0,87,1.0
2688,ORD-3688,P-188,Engine,31.03,0,0,0,2088,0.4406779661016949
2689,ORD-3689,P-189,Suspension,58.29,0,1,0,6089,0.6595744680851063
2690,ORD-3690,P-190,Brakes,32.67,1,3,0,90,0.390625
2691,ORD-3691,P-191,Brakes,58.14,0,5,0,91,0.6617647058823529
2692,ORD-3692,P-192,Engine,17.36,1,4,0,2092,0.21428571428571427
2693,ORD-3693,P-193,Suspension,43.75,0,2,0,6093,0.45652173913043476
2694,ORD-3694,P-194,Brakes,47.75,0,0,0,94,0.5833333333333334
2695,ORD-3695,P-195,Exhaust,21.64,0,2,0,3095,0.16666666666666666
2696,ORD-3696,P-196,HVAC,48.22,1,1,0,5096,0.6428571428571429
2697,ORD-3697,P-197,Exhaust,75.62,0,0,0,3097,0.825
2698,ORD-3698,P-198,Brakes,18.54,1,4,0,98,0.18333333333333332
2699,ORD-3699,P-199,Electronics,39.04,0,2,0,1099,0.5416666666666666
2700,ORD-3700,P-200,Electronics,36.82,1,1,0,1100,0.45652173913043476
2701,ORD-3701,P-201,Engine,42.18,0,4,0,2101,0.5151515151515151
2702,ORD-3702,P-202,Exhaust,94.73,1,6,0,3102,0.9117647058823529
2703,ORD-3703,P-203,Electronics,75.7,0,3,0,1103,0.8717948717948718
2704,ORD-3704,P-204,Brakes,39.75,0,4,0,104,0.6071428571428571
2705,ORD-3705,P-205,Engine,46.19,1,4,0,2105,0.6290322580645161
2706,ORD-3706,P-206,Brakes,9.25,0,6,0,106,0.0196078431372549
2707,ORD-3707,P-207,Suspension,97.93,0,4,0,6107,0.9069767441860465
2708,ORD-3708,P-208,Engine,62.57,1,3,1,2108,0.6935483870967742
2709,ORD-3709,P-209,Filters,31.52,0,0,0,4109,0.35
2710,ORD-3710,P-210,HVAC,162.31,0,2,0,5110,1.0
2711,ORD-3711,P-211,Suspension,86.69,0,3,0,6111,0.7924528301886793
2712,ORD-3712,P-212,Engine,29.74,0,4,0,2112,0.3770491803278688
2713,ORD-3713,P-213,Brakes,43.66,1,1,0,113,0.5142857142857142
2714,ORD-3714,P-214,Filters,26.27,1,5,0,4114,0.30434782608695654
2715,ORD-3715,P-215,Brakes,71.64,0,1,0,115,0.75
2716,ORD-3716,P-216,Brakes,12.28,0,3,0,116,0.014925373134328358
2717,ORD-3717,P-217,Suspension,18.22,1,2,0,6117,0.13953488372093023
2718,ORD-3718,P-218,Engine,23.89,1,0,0,2118,0.22807017543859648
2719,ORD-3719,P-219,Engine,61.76,0,0,0,2119,0.7592592592592593
2720,ORD-3720,P-220,Electronics,27.41,0,1,0,1120,0.4358974358974359
2721,ORD-3721,P-221,Engine,53.27,1,4,1,2121,0.7121212121212122
2722,ORD-3722,P-222,Filters,34.06,0,0,0,4122,0.38095238095238093
2723,ORD-3723,P-223,Exhaust,11.47,0,0,0,3123,0.03333333333333333
2724,ORD-3724,P-224,Exhaust,88.96,0,0,0,3124,0.8181818181818182
2725,ORD-3725,P-225,Exhaust,41.38,0,2,0,3125,0.5
2726,ORD-3726,P-226,Electronics,21.53,1,5,0,1126,0.35135135135135137
2727,ORD-3727,P-227,Brakes,27.68,1,0,0,127,0.34146341463414637
2728,ORD-3728,P-228,Exhaust,62.57,1,5,0,3128,0.7931034482758621
2729,ORD-3729,P-229,Filters,63.38,0,0,0,4129,0.7333333333333333
2730,ORD-3730,P-230,Engine,19.3,0,4,1,2130,0.10714285714285714
2731,ORD-3731,P-231,Suspension,58.5,1,0,0,6131,0.75
2732,ORD-3732,P-232,Suspension,67.78,1,3,0,6132,0.8085106382978723
2733,ORD-3733,P-233,Suspension,40.11,0,1,1,6133,0.5217391304347826
2734,ORD-3734,P-234,Brakes,11.06,0,3,0,134,0.07575757575757576
2735,ORD-3735,P-235,Engine,58.82,1,1,0,2135,0.7540983606557377
2736,ORD-3736,P-236,Suspension,73.97,1,6,0,6136,0.8529411764705882
2737,ORD-3737,P-237,Engine,22.29,0,3,0,2137,0.17567567567567569
2738,ORD-3738,P-238,HVAC,22.12,0,2,0,5138,0.36363636363636365
2739,ORD-3739,P-239,Brakes,31.08,0,1,0,139,0.4262295081967213
2740,ORD-3740,P-240,Brakes,27.55,1,4,0,140,0.3116883116883117
2741,ORD-3741,P-241,Engine,37.44,0,4,0,2141,0.4166666666666667
2742,ORD-3742,P-242,Suspension,78.53,1,0,0,6142,0.9
2743,ORD-3743,P-243,Engine,13.73,0,4,0,2143,0.11538461538461539
2744,ORD-3744,P-244,Exhaust,24.93,0,3,0,3144,0.3333333333333333
2745,ORD-3745,P-245,Exhaust,65.29,1,1,0,3145,0.8928571428571429
2746,ORD-3746,P-246,Electronics,17.82,1,3,0,1146,0.18181818181818182
2747,ORD-3747,P-247,Brakes,52.42,1,6,0,147,0.660377358490566
2748,ORD-3748,P-248,Brakes,70.74,0,1,0,148,0.7972972972972973
2749,ORD-3749,P-249,Engine,20.41,0,5,0,2149,0.2
2750,ORD-3750,P-250,Filters,40.09,1,4,0,4150,0.6326530612244898
2751,ORD-3751,P-251,Suspension,29.74,0,4,0,6151,0.3142857142857143
2752,ORD-3752,P-252,Engine,12.74,0,6,0,2152,0.01639344262295082
2753,ORD-3753,P-253,Brakes,188.57,1,1,1,153,0.9836065573770492
2754,ORD-3754,P-254,Filters,30.41,0,3,1,4154,0.41304347826086957
2755,ORD-3755,P-255,Exhaust,37.64,0,1,0,3155,0.5555555555555556
2756,ORD-3756,P-256,Filters,43.57,0,1,0,4156,0.5490196078431373
2757,ORD-3757,P-257,Filters,34.53,0,5,0,4157,0.46808510638297873
2758,ORD-3758,P-258,HVAC,23.48,1,6,0,5158,0.35714285714285715
2759,ORD-3759,P-259,Engine,77.68,0,2,0,2159,0.7931034482758621
2760,ORD-3760,P-260,Brakes,78.04,0,4,0,160,0.9014084507042254
2761,ORD-3761,P-261,Suspension,85.22,0,6,0,6161,0.9285714285714286
2762,ORD-3762,P-262,Brakes,52.74,0,6,1,162,0.6730769230769231
2763,ORD-3763,P-263,Engine,24.52,0,2,0,2163,0.3620689655172414
2764,ORD-3764,P-264,Filters,23.81,0,5,0,4164,0.28205128205128205
2765,ORD-3765,P-265,Brakes,46.45,0,3,0,165,0.6981132075471698
2766,ORD-3766,P-266,Brakes,31.99,0,0,0,166,0.5230769230769231
2767,ORD-3767,P-267,Electronics,86.82,0,6,0,1167,0.8431372549019608
2768,ORD-3768,P-268,Suspension,17.59,1,4,0,6168,0.17045454545454544
2769,ORD-3769,P-269,Brakes,53.06,0,6,0,169,0.8245614035087719
2770,ORD-3770,P-270,HVAC,46.07,0,2,0,5170,0.7647058823529411
2771,ORD-3771,P-271,Brakes,59.25,0,1,0,171,0.660377358490566
2772,ORD-3772,P-272,Engine,28.97,0,1,0,2172,0.44
2773,ORD-3773,P-273,Exhaust,55.47,1,3,0,3173,0.7575757575757576
2774,ORD-3774,P-274,Brakes,18.44,0,0,1,174,0.1111111111111111
2775,ORD-3775,P-275,Suspension,373.55,0,1,0,6175,1.0
2776,ORD-3776,P-276,Engine,35.47,0,6,0,2176,0.38235294117647056
2777,ORD-3777,P-277,Electronics,41.1,1,0,0,1177,0.4666666666666667
2778,ORD-3778,P-278,HVAC,27.63,0,4,0,5178,0.26666666666666666
2779,ORD-3779,P-279,Engine,35.31,1,3,0,2179,0.4
2780,ORD-3780,P-280,Filters,30.25,1,6,0,4180,0.46153846153846156
2781,ORD-3781,P-281,Engine,30.54,1,5,0,2181,0.4074074074074074
2782,ORD-3782,P-282,Filters,29.56,0,2,0,4182,0.3269230769230769
2783,ORD-3783,P-283,Exhaust,57.87,1,1,0,3183,0.8157894736842105
2784,ORD-3784,P-284,Suspension,63.03,1,6,0,6184,0.8478260869565217
2785,ORD-3785,P-285,Exhaust,45.8,0,4,1,3185,0.5142857142857142
2786,ORD-3786,P-286,Engine,25.18,0,1,0,2186,0.24285714285714285
2787,ORD-3787,P-287,Electronics,18.24,1,1,0,1187,0.10526315789473684
2788,ORD-3788,P-288,Brakes,177.81,0,3,0,188,0.9836065573770492
2789,ORD-3789,P-289,Suspension,29.65,0,6,0,6189,0.35
2790,ORD-3790,P-290,Filters,71.18,0,1,0,4190,0.7777777777777778
2791,ORD-3791,P-291,Exhaust,39.1,0,5,0,3191,0.5185185185185185
2792,ORD-3792,P-292,Suspension,49.32,0,5,0,6192,0.6590909090909091
2793,ORD-3793,P-293,Engine,21.01,1,3,0,2193,0.29333333333333333
2794,ORD-3794,P-294,Suspension,96.42,0,1,0,6194,0.9555555555555556
2795,ORD-3795,P-295,Brakes,30.26,1,5,0,195,0.4032258064516129
2796,ORD-3796,P-296,Brakes,55.29,0,6,0,196,0.671875
2797,ORD-3797,P-297,Engine,91.78,1,4,0,2197,0.9117647058823529
2798,ORD-3798,P-298,Filters,47.73,0,1,0,4198,0.6
2799,ORD-3799,P-299,Suspension,12.3,0,2,0,6199,0.0392156862745098
2800,ORD-3800,P-100,Brakes,22.74,0,1,0,0,0.12121212121212122
2801,ORD-3801,P-101,Engine,14.56,0,3,0,2001,0.05357142857142857
2802,ORD-3802,P-102,Suspension,13.91,1,2,1,6002,0.07142857142857142
2803,ORD-3803,P-103,Exhaust,61.84,0,6,0,3003,0.7272727272727273
2804,ORD-3804,P-104,Filters,91.37,0,6,0,4004,0.9230769230769231
2805,ORD-3805,P-105,Electronics,49.21,1,5,0,1005,0.574468085106383
2806,ORD-3806,P-106,Suspension,112.66,0,2,0,6006,1.0
2807,ORD-3807,P-107,Electronics,75.03,0,2,0,1007,0.813953488372093
2808,ORD-3808,P-108,Filters,10.94,0,1,0,4008,0.0196078431372549
2809,ORD-3809,P-109,Brakes,24.48,1,2,0,9,0.24193548387096775
2810,ORD-3810,P-110,Brakes,100.41,1,0,1,10,0.9032258064516129
2811,ORD-3811,P-111,Electronics,29.17,0,4,0,1011,0.48936170212765956
2812,ORD-3812,P-112,Filters,24.6,0,0,0,4012,0.23404255319148937
2813,ORD-3813,P-113,Electronics,36.42,1,2,0,1013,0.6818181818181818
2814,ORD-3814,P-114,Brakes,33.85,1,2,0,14,0.2962962962962963
2815,ORD-3815,P-115,Filters,81.82,0,5,0,4015,0.8936170212765957
2816,ORD-3816,P-116,Brakes,19.47,0,2,0,16,0.109375
2817,ORD-3817,P-117,Filters,28.58,0,1,0,4017,0.25
2818,ORD-3818,P-118,Engine,141.0,0,3,0,2018,0.9649122807017544
2819,ORD-3819,P-119,Filters,28.6,1,3,0,4019,0.25
2820,ORD-3820,P-120,Filters,19.72,1,5,0,4020,0.16
2821,ORD-3821,P-121,Engine,41.94,1,4,0,2021,0.45
2822,ORD-3822,P-122,Filters,24.24,0,1,0,4022,0.16326530612244897
2823,ORD-3823,P-123,Brakes,22.38,1,6,0,23,0.18333333333333332
2824,ORD-3824,P-124,Engine,143.55,0,0,0,2024,0.9672131147540983
2825,ORD-3825,P-125,Suspension,29.62,0,3,0,6025,0.325
2826,ORD-3826,P-126,Filters,13.16,0,0,0,4026,0.037037037037037035
2827,ORD-3827,P-127,Filters,72.11,1,2,0,4027,0.7777777777777778
2828,ORD-3828,P-128,Engine,64.57,0,5,0,2028,0.7413793103448276
2829,ORD-3829,P-129,Engine,45.41,1,1,0,2029,0.5373134328358209
2830,ORD-3830,P-130,Brakes,12.91,0,3,0,30,0.0392156862745098
2831,ORD-3831,P-131,Engine,14.75,1,4,0,2031,0.07936507936507936
2832,ORD-3832,P-132,Electronics,28.81,0,2,1,1032,0.5128205128205128
2833,ORD-3833,P-133,Suspension,139.06,1,6,0,6033,0.9347826086956522
2834,ORD-3834,P-134,Engine,15.34,1,1,0,2034,0.0958904109589041
2835,ORD-3835,P-135,Engine,10.96,0,5,0,2035,0.029411764705882353
2836,ORD-3836,P-136,Electronics,133.6,0,6,0,1036,1.0
2837,ORD-3837,P-137,Engine,62.25,0,5,0,2037,0.8064516129032258
2838,ORD-3838,P-138,Filters,47.44,1,1,0,4038,0.5918367346938775
2839,ORD-3839,P-139,Suspension,55.5,1,2,0,6039,0.8
2840,ORD-3840,P-140,Filters,409.68,0,3,1,4040,1.0
2841,ORD-3841,P-141,Electronics,34.16,0,4,0,1041,0.4117647058823529
2842,ORD-3842,P-142,Filters,94.67,0,6,0,4042,0.9024390243902439
2843,ORD-3843,P-143,Exhaust,55.5,1,3,0,3043,0.75
2844,ORD-3844,P-144,Electronics,24.33,0,2,0,1044,0.20754716981132076
2845,ORD-3845,P-145,Brakes,53.09,0,2,0,45,0.7358490566037735
2846,ORD-3846,P-146,Brakes,54.56,0,5,0,46,0.7
2847,ORD-3847,P-147,Engine,24.46,1,5,0,2047,0.3492063492063492
2848,ORD-3848,P-148,Engine,29.57,0,4,0,2048,0.32857142857142857
2849,ORD-3849,P-149,Brakes,68.74,0,1,0,49,0.7833333333333333
2850,ORD-3850,P-150,Engine,53.25,1,5,0,2050,0.6984126984126984
2851,ORD-3851,P-151,Suspension,24.02,0,6,0,6051,0.14705882352941177
2852,ORD-3852,P-152,HVAC,51.06,0,3,0,5052,0.9090909090909091
2853,ORD-3853,P-153,Brakes,47.97,0,3,0,53,0.5185185185185185
2854,ORD-3854,P-154,Engine,36.39,0,5,0,2054,0.5217391304347826
2855,ORD-3855,P-155,Filters,58.34,1,5,0,4055,0.7884615384615384
2856,ORD-3856,P-156,Engine,13.9,1,2,0,2056,0.08
2857,ORD-3857,P-157,Engine,12.98,0,1,0,2057,0.03125
2858,ORD-3858,P-158,Electronics,124.93,0,0,0,1058,0.9423076923076923
2859,ORD-3859,P-159,Electronics,14.3,0,4,1,1059,0.07407407407407407
2860,ORD-3860,P-160,Electronics,56.18,0,2,0,1060,0.6666666666666666
2861,ORD-3861,P-161,Brakes,79.91,1,2,0,61,0.8831168831168831
2862,ORD-3862,P-162,Suspension,36.79,1,6,0,6062,0.4634146341463415
2863,ORD-3863,P-163,Exhaust,19.08,0,5,0,3063,0.16
2864,ORD-3864,P-164,Suspension,71.77,0,2,0,6064,0.7906976744186046
2865,ORD-3865,P-165,Engine,77.49,1,1,0,2065,0.7678571428571429
2866,ORD-3866,P-166,Filters,18.87,0,0,0,4066,0.11904761904761904
2867,ORD-3867,P-167,Filters,40.4,0,1,0,4067,0.47619047619047616
2868,ORD-3868,P-168,Brakes,9.0,0,6,0,68,0.015625
2869,ORD-3869,P-169,Brakes,56.67,0,1,0,69,0.640625
2870,ORD-3870,P-170,Suspension,30.23,0,2,0,6070,0.43902439024390244
2871,ORD-3871,P-171,Exhaust,24.4,1,1,0,3071,0.1935483870967742
2872,ORD-3872,P-172,Electronics,33.96,0,6,0,1072,0.3442622950819672
2873,ORD-3873,P-173,Suspension,30.98,1,4,1,6073,0.46511627906976744
2874,ORD-3874,P-174,Brakes,57.65,1,2,0,74,0.8
2875,ORD-3875,P-175,Engine,52.55,1,1,0,2075,0.7368421052631579
2876,ORD-3876,P-176,Electronics,47.66,0,1,0,1076,0.5714285714285714
2877,ORD-3877,P-177,Brakes,132.88,0,0,0,77,0.9285714285714286
2878,ORD-3878,P-178,Brakes,33.43,0,5,0,78,0.3088235294117647
2879,ORD-3879,P-179,HVAC,37.37,0,2,0,5079,0.35714285714285715
2880,ORD-3880,P-180,Electronics,60.92,0,5,0,1080,0.6981132075471698
2881,ORD-3881,P-181,Brakes,17.98,1,0,0,81,0.18032786885245902
2882,ORD-3882,P-182,Brakes,25.51,0,6,0,82,0.19642857142857142
2883,ORD-3883,P-183,Suspension,23.21,0,5,0,6083,0.225
2884,ORD-3884,P-184,Filters,71.23,1,1,0,4084,0.7608695652173914
2885,ORD-3885,P-185,Engine,15.12,0,2,0,2085,0.06
2886,ORD-3886,P-186,Brakes,26.31,0,0,0,86,0.2692307692307692
2887,ORD-3887,P-187,Engine,82.01,0,3,0,2087,0.8181818181818182
2888,ORD-3888,P-188,Engine,19.09,0,3,0,2088,0.1694915254237288
2889,ORD-3889,P-189,Electronics,30.86,0,6,0,1089,0.29545454545454547
2890,ORD-3890,P-190,Filters,51.9,0,5,0,4090,0.6739130434782609
2891,ORD-3891,P-191,Engine,146.81,0,6,0,2091,1.0
2892,ORD-3892,P-192,Suspension,84.96,1,6,0,6092,0.8979591836734694
2893,ORD-3893,P-193,Brakes,55.67,0,6,0,93,0.7413793103448276
2894,ORD-3894,P-194,Filters,149.46,0,1,0,4094,0.9555555555555556
2895,ORD-3895,P-195,Suspension,36.31,0,4,0,6095,0.5111111111111111
2896,ORD-3896,P-196,Engine,76.38,0,6,0,2096,0.8833333333333333
2897,ORD-3897,P-197,Engine,25.65,0,6,0,2097,0.3064516129032258
2898,ORD-3898,P-198,Filters,76.03,1,3,0,4098,0.9318181818181818
2899,ORD-3899,P-199,Engine,28.42,0,6,0,2099,0.24
2900,ORD-3900,P-200,Suspension,26.85,1,0,0,6100,0.2653061224489796
2901,ORD-3901,P-201,Electronics,74.66,0,5,0,1101,0.8333333333333334
2902,ORD-3902,P-202,Engine,23.79,0,0,0,2102,0.24
